time,ch3_clamp_diode
-0.0116755,0.02
-0.0116723,0.02
-0.0116691,0.02
-0.0116659,0.02
-0.0116627,5.96046e-10
-0.0116595,0.02
-0.0116563,0.02
-0.0116531,0.02
-0.0116499,0.02
-0.0116467,0.02
-0.0116435,5.96046e-10
-0.0116403,0.02
-0.0116371,0.02
-0.0116339,5.96046e-10
-0.0116307,5.96046e-10
-0.0116275,5.96046e-10
-0.0116243,0.02
-0.0116211,0.02
-0.0116179,5.96046e-10
-0.0116147,0.02
-0.0116115,0.02
-0.0116083,5.96046e-10
-0.0116051,5.96046e-10
-0.0116019,5.96046e-10
-0.0115987,0.02
-0.0115955,5.96046e-10
-0.0115923,0.02
-0.0115891,0.02
-0.0115859,0.02
-0.0115827,5.96046e-10
-0.0115795,0.02
-0.0115763,0.02
-0.0115731,0.02
-0.0115699,5.96046e-10
-0.0115667,0.02
-0.0115635,0.02
-0.0115603,0.02
-0.0115571,0.02
-0.0115539,5.96046e-10
-0.0115507,0.02
-0.0115475,0.02
-0.0115443,5.96046e-10
-0.0115411,0.02
-0.0115379,0.02
-0.0115347,5.96046e-10
-0.0115315,0.02
-0.0115283,0.02
-0.0115251,-0.02
-0.0115219,5.96046e-10
-0.0115187,0.02
-0.0115155,5.96046e-10
-0.0115123,0.02
-0.0115091,5.96046e-10
-0.0115059,0.02
-0.0115027,0.02
-0.0114995,5.96046e-10
-0.0114963,5.96046e-10
-0.0114931,5.96046e-10
-0.0114899,5.96046e-10
-0.0114867,5.96046e-10
-0.0114835,5.96046e-10
-0.0114803,5.96046e-10
-0.0114771,0.02
-0.0114739,0.02
-0.0114707,0.02
-0.0114675,5.96046e-10
-0.0114643,0.02
-0.0114611,0.02
-0.0114579,0.02
-0.0114547,5.96046e-10
-0.0114515,0.02
-0.0114483,0.02
-0.0114451,0.02
-0.0114419,0.02
-0.0114387,5.96046e-10
-0.0114355,0.02
-0.0114323,5.96046e-10
-0.0114291,0.02
-0.0114259,0.02
-0.0114227,0.02
-0.0114195,0.02
-0.0114163,0.02
-0.0114131,5.96046e-10
-0.0114099,5.96046e-10
-0.0114067,0.02
-0.0114035,0.02
-0.0114003,0.02
-0.0113971,0.02
-0.0113939,5.96046e-10
-0.0113907,0.02
-0.0113875,0.02
-0.0113843,0.02
-0.0113811,5.96046e-10
-0.0113779,5.96046e-10
-0.0113747,5.96046e-10
-0.0113715,5.96046e-10
-0.0113683,5.96046e-10
-0.0113651,0.04
-0.0113619,0.02
-0.0113587,0.02
-0.0113555,0.02
-0.0113523,0.02
-0.0113491,5.96046e-10
-0.0113459,5.96046e-10
-0.0113427,0.02
-0.0113395,0.02
-0.0113363,5.96046e-10
-0.0113331,5.96046e-10
-0.0113299,0.02
-0.0113267,5.96046e-10
-0.0113235,0.02
-0.0113203,0.02
-0.0113171,0.02
-0.0113139,5.96046e-10
-0.0113107,0.02
-0.0113075,0.02
-0.0113043,5.96046e-10
-0.0113011,0.02
-0.0112979,5.96046e-10
-0.0112947,5.96046e-10
-0.0112915,5.96046e-10
-0.0112883,0.02
-0.0112851,5.96046e-10
-0.0112819,0.02
-0.0112787,0.02
-0.0112755,0.02
-0.0112723,0.02
-0.0112691,0.02
-0.0112659,0.02
-0.0112627,5.96046e-10
-0.0112595,0.02
-0.0112563,5.96046e-10
-0.0112531,5.96046e-10
-0.0112499,5.96046e-10
-0.0112467,5.96046e-10
-0.0112435,0.02
-0.0112403,0.02
-0.0112371,5.96046e-10
-0.0112339,5.96046e-10
-0.0112307,5.96046e-10
-0.0112275,0.02
-0.0112243,0.02
-0.0112211,5.96046e-10
-0.0112179,0.02
-0.0112147,0.02
-0.0112115,5.96046e-10
-0.0112083,0.02
-0.0112051,5.96046e-10
-0.0112019,0.02
-0.0111987,0.02
-0.0111955,5.96046e-10
-0.0111923,0.02
-0.0111891,0.02
-0.0111859,0.02
-0.0111827,0.02
-0.0111795,0.02
-0.0111763,0.02
-0.0111731,5.96046e-10
-0.0111699,5.96046e-10
-0.0111667,0.02
-0.0111635,0.02
-0.0111603,0.02
-0.0111571,5.96046e-10
-0.0111539,0.02
-0.0111507,5.96046e-10
-0.0111475,-0.02
-0.0111443,5.96046e-10
-0.0111411,5.96046e-10
-0.0111379,5.96046e-10
-0.0111347,0.02
-0.0111315,0.02
-0.0111283,0.02
-0.0111251,0.02
-0.0111219,0.02
-0.0111187,0.02
-0.0111155,5.96046e-10
-0.0111123,5.96046e-10
-0.0111091,0.02
-0.0111059,0.02
-0.0111027,0.02
-0.0110995,5.96046e-10
-0.0110963,5.96046e-10
-0.0110931,5.96046e-10
-0.0110899,0.02
-0.0110867,0.02
-0.0110835,5.96046e-10
-0.0110803,0.02
-0.0110771,5.96046e-10
-0.0110739,5.96046e-10
-0.0110707,5.96046e-10
-0.0110675,5.96046e-10
-0.0110643,0.02
-0.0110611,5.96046e-10
-0.0110579,5.96046e-10
-0.0110547,5.96046e-10
-0.0110515,0.02
-0.0110483,0.02
-0.0110451,5.96046e-10
-0.0110419,5.96046e-10
-0.0110387,5.96046e-10
-0.0110355,0.02
-0.0110323,5.96046e-10
-0.0110291,0.02
-0.0110259,0.02
-0.0110227,5.96046e-10
-0.0110195,5.96046e-10
-0.0110163,5.96046e-10
-0.0110131,0.02
-0.0110099,0.02
-0.0110067,0.02
-0.0110035,0.02
-0.0110003,0.02
-0.0109971,0.02
-0.0109939,5.96046e-10
-0.0109907,0.02
-0.0109875,5.96046e-10
-0.0109843,0.02
-0.0109811,5.96046e-10
-0.0109779,5.96046e-10
-0.0109747,0.02
-0.0109715,5.96046e-10
-0.0109683,0.02
-0.0109651,0.02
-0.0109619,5.96046e-10
-0.0109587,0.02
-0.0109555,5.96046e-10
-0.0109523,0.02
-0.0109491,0.02
-0.0109459,5.96046e-10
-0.0109427,0.02
-0.0109395,5.96046e-10
-0.0109363,5.96046e-10
-0.0109331,0.02
-0.0109299,0.02
-0.0109267,5.96046e-10
-0.0109235,0.02
-0.0109203,5.96046e-10
-0.0109171,0.02
-0.0109139,5.96046e-10
-0.0109107,0.02
-0.0109075,5.96046e-10
-0.0109043,0.02
-0.0109011,0.02
-0.0108979,5.96046e-10
-0.0108947,0.02
-0.0108915,5.96046e-10
-0.0108883,0.02
-0.0108851,0.02
-0.0108819,5.96046e-10
-0.0108787,0.02
-0.0108755,5.96046e-10
-0.0108723,0.02
-0.0108691,0.02
-0.0108659,5.96046e-10
-0.0108627,5.96046e-10
-0.0108595,0.02
-0.0108563,0.02
-0.0108531,5.96046e-10
-0.0108499,5.96046e-10
-0.0108467,5.96046e-10
-0.0108435,0.02
-0.0108403,0.02
-0.0108371,5.96046e-10
-0.0108339,0.02
-0.0108307,5.96046e-10
-0.0108275,5.96046e-10
-0.0108243,0.02
-0.0108211,0.02
-0.0108179,0.02
-0.0108147,5.96046e-10
-0.0108115,5.96046e-10
-0.0108083,5.96046e-10
-0.0108051,5.96046e-10
-0.0108019,5.96046e-10
-0.0107987,0.02
-0.0107955,5.96046e-10
-0.0107923,0.02
-0.0107891,5.96046e-10
-0.0107859,0.02
-0.0107827,0.02
-0.0107795,0.02
-0.0107763,0.02
-0.0107731,5.96046e-10
-0.0107699,0.02
-0.0107667,5.96046e-10
-0.0107635,0.02
-0.0107603,5.96046e-10
-0.0107571,5.96046e-10
-0.0107539,0.02
-0.0107507,5.96046e-10
-0.0107475,0.02
-0.0107443,0.02
-0.0107411,5.96046e-10
-0.0107379,5.96046e-10
-0.0107347,5.96046e-10
-0.0107315,0.02
-0.0107283,5.96046e-10
-0.0107251,5.96046e-10
-0.0107219,0.02
-0.0107187,5.96046e-10
-0.0107155,5.96046e-10
-0.0107123,0.02
-0.0107091,5.96046e-10
-0.0107059,5.96046e-10
-0.0107027,0.02
-0.0106995,0.02
-0.0106963,0.02
-0.0106931,5.96046e-10
-0.0106899,5.96046e-10
-0.0106867,5.96046e-10
-0.0106835,0.02
-0.0106803,5.96046e-10
-0.0106771,0.02
-0.0106739,5.96046e-10
-0.0106707,0.02
-0.0106675,5.96046e-10
-0.0106643,0.02
-0.0106611,0.02
-0.0106579,5.96046e-10
-0.0106547,5.96046e-10
-0.0106515,0.02
-0.0106483,0.02
-0.0106451,0.02
-0.0106419,0.02
-0.0106387,5.96046e-10
-0.0106355,0.02
-0.0106323,5.96046e-10
-0.0106291,5.96046e-10
-0.0106259,5.96046e-10
-0.0106227,0.02
-0.0106195,0.02
-0.0106163,5.96046e-10
-0.0106131,5.96046e-10
-0.0106099,0.02
-0.0106067,5.96046e-10
-0.0106035,0.02
-0.0106003,5.96046e-10
-0.0105971,0.02
-0.0105939,0.02
-0.0105907,5.96046e-10
-0.0105875,0.02
-0.0105843,5.96046e-10
-0.0105811,0.02
-0.0105779,5.96046e-10
-0.0105747,5.96046e-10
-0.0105715,5.96046e-10
-0.0105683,5.96046e-10
-0.0105651,5.96046e-10
-0.0105619,5.96046e-10
-0.0105587,5.96046e-10
-0.0105555,5.96046e-10
-0.0105523,5.96046e-10
-0.0105491,0.02
-0.0105459,0.02
-0.0105427,0.02
-0.0105395,5.96046e-10
-0.0105363,0.02
-0.0105331,5.96046e-10
-0.0105299,0.02
-0.0105267,5.96046e-10
-0.0105235,5.96046e-10
-0.0105203,0.02
-0.0105171,5.96046e-10
-0.0105139,0.02
-0.0105107,0.02
-0.0105075,0.02
-0.0105043,5.96046e-10
-0.0105011,5.96046e-10
-0.0104979,0.02
-0.0104947,0.02
-0.0104915,0.02
-0.0104883,5.96046e-10
-0.0104851,5.96046e-10
-0.0104819,5.96046e-10
-0.0104787,5.96046e-10
-0.0104755,0.04
-0.0104723,0.02
-0.0104691,0.02
-0.0104659,0.02
-0.0104627,0.02
-0.0104595,0.02
-0.0104563,5.96046e-10
-0.0104531,5.96046e-10
-0.0104499,5.96046e-10
-0.0104467,5.96046e-10
-0.0104435,5.96046e-10
-0.0104403,5.96046e-10
-0.0104371,5.96046e-10
-0.0104339,5.96046e-10
-0.0104307,0.02
-0.0104275,5.96046e-10
-0.0104243,5.96046e-10
-0.0104211,0.02
-0.0104179,0.02
-0.0104147,5.96046e-10
-0.0104115,5.96046e-10
-0.0104083,0.02
-0.0104051,0.02
-0.0104019,5.96046e-10
-0.0103987,0.02
-0.0103955,0.02
-0.0103923,0.02
-0.0103891,0.02
-0.0103859,0.02
-0.0103827,5.96046e-10
-0.0103795,5.96046e-10
-0.0103763,5.96046e-10
-0.0103731,0.02
-0.0103699,5.96046e-10
-0.0103667,5.96046e-10
-0.0103635,0.02
-0.0103603,0.02
-0.0103571,5.96046e-10
-0.0103539,0.02
-0.0103507,5.96046e-10
-0.0103475,0.02
-0.0103443,0.02
-0.0103411,5.96046e-10
-0.0103379,5.96046e-10
-0.0103347,0.02
-0.0103315,5.96046e-10
-0.0103283,5.96046e-10
-0.0103251,5.96046e-10
-0.0103219,5.96046e-10
-0.0103187,0.02
-0.0103155,5.96046e-10
-0.0103123,5.96046e-10
-0.0103091,5.96046e-10
-0.0103059,0.02
-0.0103027,0.02
-0.0102995,5.96046e-10
-0.0102963,5.96046e-10
-0.0102931,5.96046e-10
-0.0102899,5.96046e-10
-0.0102867,0.02
-0.0102835,0.02
-0.0102803,5.96046e-10
-0.0102771,5.96046e-10
-0.0102739,0.02
-0.0102707,5.96046e-10
-0.0102675,0.02
-0.0102643,5.96046e-10
-0.0102611,5.96046e-10
-0.0102579,5.96046e-10
-0.0102547,5.96046e-10
-0.0102515,5.96046e-10
-0.0102483,-0.02
-0.0102451,0.02
-0.0102419,5.96046e-10
-0.0102387,0.02
-0.0102355,0.02
-0.0102323,0.02
-0.0102291,0.02
-0.0102259,5.96046e-10
-0.0102227,0.02
-0.0102195,0.02
-0.0102163,0.02
-0.0102131,5.96046e-10
-0.0102099,0.02
-0.0102067,5.96046e-10
-0.0102035,5.96046e-10
-0.0102003,5.96046e-10
-0.0101971,0.02
-0.0101939,5.96046e-10
-0.0101907,5.96046e-10
-0.0101875,0.02
-0.0101843,0.02
-0.0101811,0.02
-0.0101779,5.96046e-10
-0.0101747,0.02
-0.0101715,0.02
-0.0101683,5.96046e-10
-0.0101651,0.02
-0.0101619,0.02
-0.0101587,5.96046e-10
-0.0101555,5.96046e-10
-0.0101523,5.96046e-10
-0.0101491,0.02
-0.0101459,0.02
-0.0101427,0.02
-0.0101395,5.96046e-10
-0.0101363,5.96046e-10
-0.0101331,0.02
-0.0101299,5.96046e-10
-0.0101267,5.96046e-10
-0.0101235,0.02
-0.0101203,5.96046e-10
-0.0101171,5.96046e-10
-0.0101139,5.96046e-10
-0.0101107,5.96046e-10
-0.0101075,0.02
-0.0101043,0.02
-0.0101011,5.96046e-10
-0.0100979,5.96046e-10
-0.0100947,0.02
-0.0100915,5.96046e-10
-0.0100883,0.02
-0.0100851,0.02
-0.0100819,0.02
-0.0100787,0.02
-0.0100755,5.96046e-10
-0.0100723,5.96046e-10
-0.0100691,0.02
-0.0100659,0.02
-0.0100627,5.96046e-10
-0.0100595,5.96046e-10
-0.0100563,0.02
-0.0100531,5.96046e-10
-0.0100499,0.02
-0.0100467,5.96046e-10
-0.0100435,0.02
-0.0100403,0.02
-0.0100371,0.02
-0.0100339,0.02
-0.0100307,-0.02
-0.0100275,0.02
-0.0100243,0.02
-0.0100211,5.96046e-10
-0.0100179,0.02
-0.0100147,5.96046e-10
-0.0100115,0.02
-0.0100083,0.02
-0.0100051,5.96046e-10
-0.0100019,0.02
-0.00999872,0.02
-0.00999552,0.02
-0.00999232,0.02
-0.00998912,5.96046e-10
-0.00998592,5.96046e-10
-0.00998272,0.02
-0.00997952,5.96046e-10
-0.00997632,0.02
-0.00997312,0.02
-0.00996992,5.96046e-10
-0.00996672,0.02
-0.00996352,5.96046e-10
-0.00996032,5.96046e-10
-0.00995712,5.96046e-10
-0.00995392,5.96046e-10
-0.00995072,0.02
-0.00994752,5.96046e-10
-0.00994432,5.96046e-10
-0.00994112,5.96046e-10
-0.00993792,0.02
-0.00993472,0.02
-0.00993152,5.96046e-10
-0.00992832,5.96046e-10
-0.00992512,5.96046e-10
-0.00992192,0.02
-0.00991872,0.02
-0.00991552,5.96046e-10
-0.00991232,0.02
-0.00990912,0.02
-0.00990592,5.96046e-10
-0.00990272,5.96046e-10
-0.00989952,5.96046e-10
-0.00989632,0.02
-0.00989312,0.02
-0.00988992,0.02
-0.00988672,0.02
-0.00988352,5.96046e-10
-0.00988032,0.02
-0.00987712,0.02
-0.00987392,0.02
-0.00987072,0.02
-0.00986752,5.96046e-10
-0.00986432,0.02
-0.00986112,5.96046e-10
-0.00985792,5.96046e-10
-0.00985472,5.96046e-10
-0.00985152,5.96046e-10
-0.00984832,0.02
-0.00984512,0.02
-0.00984192,0.02
-0.00983872,0.02
-0.00983552,5.96046e-10
-0.00983232,5.96046e-10
-0.00982912,0.02
-0.00982592,0.02
-0.00982272,0.02
-0.00981952,0.02
-0.00981632,0.02
-0.00981312,0.02
-0.00980992,5.96046e-10
-0.00980672,5.96046e-10
-0.00980352,0.02
-0.00980032,0.02
-0.00979712,0.02
-0.00979392,0.02
-0.00979072,0.02
-0.00978752,0.02
-0.00978432,5.96046e-10
-0.00978112,0.02
-0.00977792,5.96046e-10
-0.00977472,0.02
-0.00977152,5.96046e-10
-0.00976832,0.02
-0.00976512,0.02
-0.00976192,5.96046e-10
-0.00975872,5.96046e-10
-0.00975552,0.02
-0.00975232,0.02
-0.00974912,0.02
-0.00974592,0.02
-0.00974272,0.02
-0.00973952,0.02
-0.00973632,0.02
-0.00973312,5.96046e-10
-0.00972992,0.02
-0.00972672,5.96046e-10
-0.00972352,0.02
-0.00972032,0.02
-0.00971712,0.02
-0.00971392,0.02
-0.00971072,0.02
-0.00970752,0.02
-0.00970432,5.96046e-10
-0.00970112,5.96046e-10
-0.00969792,5.96046e-10
-0.00969472,0.02
-0.00969152,0.02
-0.00968832,5.96046e-10
-0.00968512,5.96046e-10
-0.00968192,5.96046e-10
-0.00967872,5.96046e-10
-0.00967552,5.96046e-10
-0.00967232,5.96046e-10
-0.00966912,5.96046e-10
-0.00966592,0.02
-0.00966272,0.02
-0.00965952,5.96046e-10
-0.00965632,5.96046e-10
-0.00965312,0.02
-0.00964992,0.02
-0.00964672,5.96046e-10
-0.00964352,5.96046e-10
-0.00964032,5.96046e-10
-0.00963712,0.02
-0.00963392,5.96046e-10
-0.00963072,5.96046e-10
-0.00962752,5.96046e-10
-0.00962432,5.96046e-10
-0.00962112,0.02
-0.00961792,0.02
-0.00961472,5.96046e-10
-0.00961152,5.96046e-10
-0.00960832,5.96046e-10
-0.00960512,0.02
-0.00960192,5.96046e-10
-0.00959872,0.02
-0.00959552,0.02
-0.00959232,5.96046e-10
-0.00958912,5.96046e-10
-0.00958592,5.96046e-10
-0.00958272,5.96046e-10
-0.00957952,5.96046e-10
-0.00957632,0.02
-0.00957312,5.96046e-10
-0.00956992,5.96046e-10
-0.00956672,5.96046e-10
-0.00956352,0.02
-0.00956032,5.96046e-10
-0.00955712,0.02
-0.00955392,0.02
-0.00955072,0.02
-0.00954752,5.96046e-10
-0.00954432,0.02
-0.00954112,5.96046e-10
-0.00953792,5.96046e-10
-0.00953472,0.02
-0.00953152,5.96046e-10
-0.00952832,0.02
-0.00952512,5.96046e-10
-0.00952192,5.96046e-10
-0.00951872,0.02
-0.00951552,5.96046e-10
-0.00951232,0.02
-0.00950912,0.02
-0.00950592,0.02
-0.00950272,5.96046e-10
-0.00949952,0.02
-0.00949632,0.02
-0.00949312,5.96046e-10
-0.00948992,0.02
-0.00948672,5.96046e-10
-0.00948352,5.96046e-10
-0.00948032,0.02
-0.00947712,5.96046e-10
-0.00947392,0.02
-0.00947072,5.96046e-10
-0.00946752,5.96046e-10
-0.00946432,0.02
-0.00946112,0.02
-0.00945792,5.96046e-10
-0.00945472,5.96046e-10
-0.00945152,0.02
-0.00944832,5.96046e-10
-0.00944512,0.02
-0.00944192,0.02
-0.00943872,0.02
-0.00943552,0.02
-0.00943232,0.02
-0.00942912,0.02
-0.00942592,0.02
-0.00942272,0.02
-0.00941952,5.96046e-10
-0.00941632,0.02
-0.00941312,5.96046e-10
-0.00940992,0.02
-0.00940672,0.02
-0.00940352,0.02
-0.00940032,0.02
-0.00939712,5.96046e-10
-0.00939392,5.96046e-10
-0.00939072,5.96046e-10
-0.00938752,0.02
-0.00938432,0.02
-0.00938112,5.96046e-10
-0.00937792,0.02
-0.00937472,0.02
-0.00937152,5.96046e-10
-0.00936832,5.96046e-10
-0.00936512,0.02
-0.00936192,5.96046e-10
-0.00935872,5.96046e-10
-0.00935552,5.96046e-10
-0.00935232,5.96046e-10
-0.00934912,0.02
-0.00934592,0.02
-0.00934272,0.02
-0.00933952,0.02
-0.00933632,5.96046e-10
-0.00933312,0.02
-0.00932992,0.02
-0.00932672,0.02
-0.00932352,5.96046e-10
-0.00932032,0.02
-0.00931712,0.02
-0.00931392,0.02
-0.00931072,0.02
-0.00930752,0.02
-0.00930432,0.04
-0.00930112,5.96046e-10
-0.00929792,5.96046e-10
-0.00929472,0.02
-0.00929152,0.02
-0.00928832,0.02
-0.00928512,5.96046e-10
-0.00928192,0.02
-0.00927872,5.96046e-10
-0.00927552,0.02
-0.00927232,0.02
-0.00926912,0.02
-0.00926592,0.02
-0.00926272,5.96046e-10
-0.00925952,5.96046e-10
-0.00925632,0.02
-0.00925312,0.02
-0.00924992,5.96046e-10
-0.00924672,5.96046e-10
-0.00924352,5.96046e-10
-0.00924032,5.96046e-10
-0.00923712,0.02
-0.00923392,0.02
-0.00923072,5.96046e-10
-0.00922752,5.96046e-10
-0.00922432,5.96046e-10
-0.00922112,0.02
-0.00921792,0.02
-0.00921472,0.02
-0.00921152,5.96046e-10
-0.00920832,5.96046e-10
-0.00920512,0.02
-0.00920192,0.02
-0.00919872,5.96046e-10
-0.00919552,5.96046e-10
-0.00919232,0.02
-0.00918912,5.96046e-10
-0.00918592,0.02
-0.00918272,5.96046e-10
-0.00917952,0.02
-0.00917632,0.02
-0.00917312,0.02
-0.00916992,5.96046e-10
-0.00916672,5.96046e-10
-0.00916352,5.96046e-10
-0.00916032,0.02
-0.00915712,0.02
-0.00915392,5.96046e-10
-0.00915072,5.96046e-10
-0.00914752,0.02
-0.00914432,0.02
-0.00914112,0.02
-0.00913792,0.02
-0.00913472,5.96046e-10
-0.00913152,0.02
-0.00912832,5.96046e-10
-0.00912512,0.02
-0.00912192,5.96046e-10
-0.00911872,5.96046e-10
-0.00911552,0.02
-0.00911232,0.02
-0.00910912,5.96046e-10
-0.00910592,0.02
-0.00910272,0.02
-0.00909952,0.02
-0.00909632,5.96046e-10
-0.00909312,0.02
-0.00908992,5.96046e-10
-0.00908672,0.02
-0.00908352,0.02
-0.00908032,0.02
-0.00907712,0.02
-0.00907392,-0.02
-0.00907072,0.02
-0.00906752,0.02
-0.00906432,0.02
-0.00906112,0.02
-0.00905792,5.96046e-10
-0.00905472,0.02
-0.00905152,5.96046e-10
-0.00904832,5.96046e-10
-0.00904512,0.02
-0.00904192,0.02
-0.00903872,0.02
-0.00903552,0.02
-0.00903232,5.96046e-10
-0.00902912,0.02
-0.00902592,5.96046e-10
-0.00902272,0.02
-0.00901952,5.96046e-10
-0.00901632,5.96046e-10
-0.00901312,0.02
-0.00900992,5.96046e-10
-0.00900672,0.04
-0.00900352,5.96046e-10
-0.00900032,5.96046e-10
-0.00899712,0.02
-0.00899392,0.02
-0.00899072,0.02
-0.00898752,0.02
-0.00898432,0.02
-0.00898112,0.02
-0.00897792,5.96046e-10
-0.00897472,5.96046e-10
-0.00897152,5.96046e-10
-0.00896832,0.02
-0.00896512,0.02
-0.00896192,0.02
-0.00895872,0.02
-0.00895552,5.96046e-10
-0.00895232,0.02
-0.00894912,0.02
-0.00894592,0.02
-0.00894272,5.96046e-10
-0.00893952,0.02
-0.00893632,5.96046e-10
-0.00893312,0.02
-0.00892992,5.96046e-10
-0.00892672,0.02
-0.00892352,5.96046e-10
-0.00892032,0.02
-0.00891712,0.02
-0.00891392,0.02
-0.00891072,0.02
-0.00890752,5.96046e-10
-0.00890432,0.02
-0.00890112,5.96046e-10
-0.00889792,0.02
-0.00889472,5.96046e-10
-0.00889152,0.02
-0.00888832,5.96046e-10
-0.00888512,5.96046e-10
-0.00888192,0.04
-0.00887872,0.02
-0.00887552,0.02
-0.00887232,5.96046e-10
-0.00886912,5.96046e-10
-0.00886592,0.02
-0.00886272,0.02
-0.00885952,0.02
-0.00885632,0.02
-0.00885312,0.02
-0.00884992,0.02
-0.00884672,5.96046e-10
-0.00884352,0.02
-0.00884032,5.96046e-10
-0.00883712,5.96046e-10
-0.00883392,5.96046e-10
-0.00883072,5.96046e-10
-0.00882752,5.96046e-10
-0.00882432,0.02
-0.00882112,5.96046e-10
-0.00881792,0.02
-0.00881472,5.96046e-10
-0.00881152,5.96046e-10
-0.00880832,5.96046e-10
-0.00880512,5.96046e-10
-0.00880192,5.96046e-10
-0.00879872,5.96046e-10
-0.00879552,0.02
-0.00879232,5.96046e-10
-0.00878912,-0.02
-0.00878592,-0.02
-0.00878272,0.02
-0.00877952,0.02
-0.00877632,-0.02
-0.00877312,5.96046e-10
-0.00876992,0.02
-0.00876672,0.02
-0.00876352,5.96046e-10
-0.00876032,0.02
-0.00875712,0.02
-0.00875392,0.02
-0.00875072,0.02
-0.00874752,0.02
-0.00874432,0.02
-0.00874112,0.02
-0.00873792,5.96046e-10
-0.00873472,0.02
-0.00873152,0.02
-0.00872832,0.02
-0.00872512,5.96046e-10
-0.00872192,0.02
-0.00871872,5.96046e-10
-0.00871552,5.96046e-10
-0.00871232,5.96046e-10
-0.00870912,5.96046e-10
-0.00870592,0.02
-0.00870272,0.02
-0.00869952,0.02
-0.00869632,5.96046e-10
-0.00869312,5.96046e-10
-0.00868992,5.96046e-10
-0.00868672,0.02
-0.00868352,0.02
-0.00868032,5.96046e-10
-0.00867712,5.96046e-10
-0.00867392,5.96046e-10
-0.00867072,5.96046e-10
-0.00866752,5.96046e-10
-0.00866432,5.96046e-10
-0.00866112,0.02
-0.00865792,5.96046e-10
-0.00865472,0.02
-0.00865152,5.96046e-10
-0.00864832,0.02
-0.00864512,5.96046e-10
-0.00864192,5.96046e-10
-0.00863872,0.02
-0.00863552,5.96046e-10
-0.00863232,0.02
-0.00862912,5.96046e-10
-0.00862592,0.02
-0.00862272,5.96046e-10
-0.00861952,0.02
-0.00861632,5.96046e-10
-0.00861312,5.96046e-10
-0.00860992,0.02
-0.00860672,0.02
-0.00860352,5.96046e-10
-0.00860032,0.02
-0.00859712,0.02
-0.00859392,0.02
-0.00859072,0.02
-0.00858752,5.96046e-10
-0.00858432,5.96046e-10
-0.00858112,0.02
-0.00857792,0.02
-0.00857472,0.02
-0.00857152,5.96046e-10
-0.00856832,5.96046e-10
-0.00856512,0.02
-0.00856192,0.02
-0.00855872,5.96046e-10
-0.00855552,0.02
-0.00855232,0.02
-0.00854912,0.02
-0.00854592,0.02
-0.00854272,5.96046e-10
-0.00853952,5.96046e-10
-0.00853632,0.02
-0.00853312,5.96046e-10
-0.00852992,0.02
-0.00852672,5.96046e-10
-0.00852352,0.02
-0.00852032,5.96046e-10
-0.00851712,0.02
-0.00851392,0.02
-0.00851072,0.02
-0.00850752,5.96046e-10
-0.00850432,0.02
-0.00850112,0.02
-0.00849792,5.96046e-10
-0.00849472,5.96046e-10
-0.00849152,0.02
-0.00848832,5.96046e-10
-0.00848512,5.96046e-10
-0.00848192,5.96046e-10
-0.00847872,0.02
-0.00847552,0.02
-0.00847232,5.96046e-10
-0.00846912,0.02
-0.00846592,0.02
-0.00846272,0.02
-0.00845952,0.02
-0.00845632,0.02
-0.00845312,-0.02
-0.00844992,5.96046e-10
-0.00844672,0.02
-0.00844352,5.96046e-10
-0.00844032,0.02
-0.00843712,0.02
-0.00843392,0.02
-0.00843072,5.96046e-10
-0.00842752,0.02
-0.00842432,0.02
-0.00842112,5.96046e-10
-0.00841792,0.02
-0.00841472,0.04
-0.00841152,5.96046e-10
-0.00840832,5.96046e-10
-0.00840512,0.02
-0.00840192,5.96046e-10
-0.00839872,5.96046e-10
-0.00839552,0.02
-0.00839232,5.96046e-10
-0.00838912,0.02
-0.00838592,5.96046e-10
-0.00838272,5.96046e-10
-0.00837952,0.02
-0.00837632,5.96046e-10
-0.00837312,0.02
-0.00836992,5.96046e-10
-0.00836672,5.96046e-10
-0.00836352,5.96046e-10
-0.00836032,5.96046e-10
-0.00835712,0.02
-0.00835392,0.02
-0.00835072,5.96046e-10
-0.00834752,5.96046e-10
-0.00834432,0.02
-0.00834112,5.96046e-10
-0.00833792,-0.02
-0.00833472,0.02
-0.00833152,0.02
-0.00832832,0.02
-0.00832512,5.96046e-10
-0.00832192,0.02
-0.00831872,0.02
-0.00831552,0.02
-0.00831232,0.02
-0.00830912,5.96046e-10
-0.00830592,5.96046e-10
-0.00830272,0.02
-0.00829952,0.02
-0.00829632,0.02
-0.00829312,5.96046e-10
-0.00828992,5.96046e-10
-0.00828672,5.96046e-10
-0.00828352,5.96046e-10
-0.00828032,0.02
-0.00827712,5.96046e-10
-0.00827392,0.02
-0.00827072,0.02
-0.00826752,5.96046e-10
-0.00826432,5.96046e-10
-0.00826112,0.02
-0.00825792,0.02
-0.00825472,0.02
-0.00825152,5.96046e-10
-0.00824832,5.96046e-10
-0.00824512,5.96046e-10
-0.00824192,5.96046e-10
-0.00823872,0.02
-0.00823552,5.96046e-10
-0.00823232,0.02
-0.00822912,0.02
-0.00822592,0.02
-0.00822272,5.96046e-10
-0.00821952,0.02
-0.00821632,5.96046e-10
-0.00821312,5.96046e-10
-0.00820992,0.02
-0.00820672,0.02
-0.00820352,5.96046e-10
-0.00820032,5.96046e-10
-0.00819712,5.96046e-10
-0.00819392,0.04
