time,ch1_thermo
-5.952e-05,0.58
-5.632e-05,0.62
-5.312e-05,0.58
-4.992e-05,0.58
-4.672e-05,0.58
-4.352e-05,0.58
-4.032e-05,0.58
-3.712e-05,0.58
-3.392e-05,0.58
-3.072e-05,0.58
-2.752e-05,0.62
-2.432e-05,0.58
-2.112e-05,0.58
-1.792e-05,0.58
-1.472e-05,0.58
-1.152e-05,0.58
-8.32e-06,0.58
-5.12e-06,0.58
-1.92e-06,0.58
1.28e-06,0.26
4.48e-06,1.82
7.68e-06,3.9
1.088e-05,4.34
1.408e-05,4.38
1.728e-05,4.38
2.048e-05,4.34
2.368e-05,4.38
2.688e-05,4.38
3.008e-05,4.38
3.328e-05,4.38
3.648e-05,4.38
3.968e-05,4.38
4.288e-05,4.38
4.608e-05,4.38
4.928e-05,4.38
5.248e-05,4.38
5.568e-05,4.38
5.888e-05,4.38
6.208e-05,4.38
6.528e-05,4.38
6.848e-05,4.38
7.168e-05,4.38
7.488e-05,4.38
7.808e-05,4.38
8.128e-05,4.42
8.448e-05,4.38
8.768e-05,4.38
9.088e-05,4.38
9.408e-05,4.42
9.728e-05,4.42
0.00010048,4.38
0.00010368,4.38
0.00010688,4.42
0.00011008,4.38
0.00011328,4.38
0.00011648,4.38
0.00011968,4.38
0.00012288,4.42
0.00012608,4.38
0.00012928,4.42
0.00013248,4.42
0.00013568,4.38
0.00013888,4.42
0.00014208,4.42
0.00014528,4.42
0.00014848,4.42
0.00015168,4.42
0.00015488,4.42
0.00015808,4.38
0.00016128,4.42
0.00016448,4.42
0.00016768,4.42
0.00017088,4.42
0.00017408,4.42
0.00017728,4.42
0.00018048,4.42
0.00018368,4.42
0.00018688,4.42
0.00019008,4.42
0.00019328,4.42
0.00019648,4.42
0.00019968,4.42
0.00020288,4.42
0.00020608,4.42
0.00020928,4.42
0.00021248,4.42
0.00021568,4.42
0.00021888,4.38
0.00022208,4.42
0.00022528,4.42
0.00022848,4.42
0.00023168,4.42
0.00023488,4.42
0.00023808,4.42
0.00024128,4.38
0.00024448,4.42
0.00024768,4.42
0.00025088,4.42
0.00025408,4.42
0.00025728,4.42
0.00026048,4.42
0.00026368,4.42
0.00026688,4.38
0.00027008,4.42
0.00027328,4.42
0.00027648,4.42
0.00027968,4.42
0.00028288,4.42
0.00028608,4.38
0.00028928,4.42
0.00029248,4.38
0.00029568,4.38
0.00029888,4.38
0.00030208,4.38
0.00030528,4.38
0.00030848,4.38
0.00031168,4.38
0.00031488,4.38
0.00031808,4.38
0.00032128,4.38
0.00032448,4.34
0.00032768,4.38
0.00033088,4.34
0.00033408,4.38
0.00033728,4.38
0.00034048,4.38
0.00034368,4.42
0.00034688,4.38
0.00035008,4.38
0.00035328,4.38
0.00035648,4.38
0.00035968,4.38
0.00036288,4.38
0.00036608,4.38
0.00036928,4.38
0.00037248,4.38
0.00037568,4.38
0.00037888,4.38
0.00038208,4.38
0.00038528,4.38
0.00038848,4.34
0.00039168,4.38
0.00039488,4.38
0.00039808,4.34
0.00040128,4.38
0.00040448,4.38
0.00040768,4.38
0.00041088,4.38
0.00041408,4.38
0.00041728,4.34
0.00042048,4.34
0.00042368,4.34
0.00042688,4.38
0.00043008,4.38
0.00043328,4.38
0.00043648,4.38
0.00043968,4.38
0.00044288,4.38
0.00044608,4.38
0.00044928,4.38
0.00045248,4.38
0.00045568,4.38
0.00045888,4.38
0.00046208,4.34
0.00046528,4.38
0.00046848,4.34
0.00047168,4.38
0.00047488,4.38
0.00047808,4.38
0.00048128,4.38
0.00048448,4.38
0.00048768,4.34
0.00049088,4.34
0.00049408,4.38
0.00049728,4.34
0.00050048,4.38
0.00050368,4.38
0.00050688,4.34
0.00051008,4.38
0.00051328,4.34
0.00051648,4.38
0.00051968,4.34
0.00052288,4.34
0.00052608,4.34
0.00052928,4.34
0.00053248,4.34
0.00053568,4.38
0.00053888,4.38
0.00054208,4.34
0.00054528,4.34
0.00054848,4.38
0.00055168,4.38
0.00055488,4.38
0.00055808,4.34
0.00056128,4.38
0.00056448,4.38
0.00056768,4.34
0.00057088,4.34
0.00057408,4.34
0.00057728,4.38
0.00058048,4.34
0.00058368,4.38
0.00058688,4.34
0.00059008,4.34
0.00059328,4.38
0.00059648,4.38
0.00059968,4.38
0.00060288,4.38
0.00060608,4.38
0.00060928,4.38
0.00061248,4.38
0.00061568,4.38
0.00061888,4.34
0.00062208,4.38
0.00062528,4.38
0.00062848,4.38
0.00063168,4.38
0.00063488,4.34
0.00063808,4.38
0.00064128,4.38
0.00064448,4.34
0.00064768,4.38
0.00065088,4.38
0.00065408,4.38
0.00065728,4.38
0.00066048,4.38
0.00066368,4.38
0.00066688,4.38
0.00067008,4.38
0.00067328,4.38
0.00067648,4.38
0.00067968,4.38
0.00068288,4.38
0.00068608,4.38
0.00068928,4.38
0.00069248,4.38
0.00069568,4.38
0.00069888,4.38
0.00070208,4.38
0.00070528,4.38
0.00070848,4.38
0.00071168,4.38
0.00071488,4.38
0.00071808,4.38
0.00072128,4.38
0.00072448,4.38
0.00072768,4.38
0.00073088,4.38
0.00073408,4.38
0.00073728,4.38
0.00074048,4.38
0.00074368,4.38
0.00074688,4.38
0.00075008,4.38
0.00075328,4.38
0.00075648,4.38
0.00075968,4.38
0.00076288,4.38
0.00076608,4.38
0.00076928,4.38
0.00077248,4.38
0.00077568,4.38
0.00077888,4.38
0.00078208,4.38
0.00078528,4.38
0.00078848,4.38
0.00079168,4.38
0.00079488,4.38
0.00079808,4.38
0.00080128,4.34
0.00080448,4.42
0.00080768,4.38
0.00081088,4.38
0.00081408,4.38
0.00081728,4.38
0.00082048,4.38
0.00082368,4.38
0.00082688,4.38
0.00083008,4.38
0.00083328,4.38
0.00083648,4.38
0.00083968,4.38
0.00084288,4.38
0.00084608,4.38
0.00084928,4.38
0.00085248,4.38
0.00085568,4.38
0.00085888,4.38
0.00086208,4.38
0.00086528,4.38
0.00086848,4.38
0.00087168,4.38
0.00087488,4.38
0.00087808,4.38
0.00088128,4.42
0.00088448,4.42
0.00088768,4.42
0.00089088,4.46
0.00089408,4.46
0.00089728,4.5
0.00090048,4.54
0.00090368,4.58
0.00090688,4.54
0.00091008,4.62
0.00091328,4.66
0.00091648,4.66
0.00091968,4.74
0.00092288,4.78
0.00092608,4.86
0.00092928,4.94
0.00093248,4.98
0.00093568,5.02
0.00093888,5.06
0.00094208,5.06
0.00094528,4.98
0.00094848,5.02
0.00095168,5.02
0.00095488,5.06
0.00095808,5.02
0.00096128,5.02
0.00096448,5.02
0.00096768,5.06
0.00097088,5.02
0.00097408,5.02
0.00097728,5.02
0.00098048,5.02
0.00098368,5.06
0.00098688,5.06
0.00099008,5.02
0.00099328,5.02
0.00099648,5.02
0.00099968,5.02
0.00100288,5.02
0.00100608,5.06
0.00100928,5.02
0.00101248,5.06
0.00101568,5.06
0.00101888,5.02
0.00102208,5.02
0.00102528,5.02
0.00102848,5.02
0.00103168,5.02
0.00103488,5.02
0.00103808,5.06
0.00104128,5.02
0.00104448,5.02
0.00104768,5.06
0.00105088,5.02
0.00105408,5.02
0.00105728,5.02
0.00106048,5.06
0.00106368,5.02
0.00106688,5.02
0.00107008,5.02
0.00107328,5.06
0.00107648,5.02
0.00107968,5.06
0.00108288,5.02
0.00108608,5.02
0.00108928,5.02
0.00109248,5.02
0.00109568,5.02
0.00109888,5.02
0.00110208,5.06
0.00110528,5.02
0.00110848,5.02
0.00111168,5.06
0.00111488,5.06
0.00111808,5.06
0.00112128,5.02
0.00112448,5.06
0.00112768,5.02
0.00113088,5.02
0.00113408,5.02
0.00113728,5.02
0.00114048,5.06
0.00114368,5.02
0.00114688,4.58
0.00115008,3.98
0.00115328,3.5
0.00115648,3.3
0.00115968,3.1
0.00116288,2.98
0.00116608,3.18
0.00116928,3.3
0.00117248,3.3
0.00117568,3.1
0.00117888,2.9
0.00118208,2.74
0.00118528,2.66
0.00118848,2.54
0.00119168,2.46
0.00119488,2.42
0.00119808,2.38
0.00120128,2.38
0.00120448,2.26
0.00120768,2.18
0.00121088,2.1
0.00121408,2.06
0.00121728,2.02
0.00122048,1.94
0.00122368,1.9
0.00122688,1.86
0.00123008,1.82
0.00123328,1.74
0.00123648,1.7
0.00123968,1.66
0.00124288,1.62
0.00124608,1.58
0.00124928,1.54
0.00125248,1.5
0.00125568,1.46
0.00125888,1.42
0.00126208,1.38
0.00126528,1.38
0.00126848,1.34
0.00127168,1.3
0.00127488,1.26
0.00127808,1.26
0.00128128,1.22
0.00128448,1.22
0.00128768,1.18
0.00129088,1.14
0.00129408,1.14
0.00129728,1.1
0.00130048,1.1
0.00130368,1.06
0.00130688,1.02
0.00131008,1.02
0.00131328,0.98
0.00131648,1.02
0.00131968,0.98
0.00132288,0.94
0.00132608,0.94
0.00132928,0.94
0.00133248,0.94
0.00133568,0.9
0.00133888,0.9
0.00134208,0.9
0.00134528,0.9
0.00134848,0.86
0.00135168,0.86
0.00135488,0.86
0.00135808,0.82
0.00136128,0.82
0.00136448,0.82
0.00136768,0.78
0.00137088,0.78
0.00137408,0.78
0.00137728,0.78
0.00138048,0.78
0.00138368,0.78
0.00138688,0.78
0.00139008,0.74
0.00139328,0.74
0.00139648,0.74
0.00139968,0.74
0.00140288,0.74
0.00140608,0.7
0.00140928,0.7
0.00141248,0.7
0.00141568,0.7
0.00141888,0.7
0.00142208,0.7
0.00142528,0.66
0.00142848,0.7
0.00143168,0.7
0.00143488,0.66
0.00143808,0.7
0.00144128,0.66
0.00144448,0.7
0.00144768,0.66
0.00145088,0.66
0.00145408,0.66
0.00145728,0.66
0.00146048,0.62
0.00146368,0.66
0.00146688,0.62
0.00147008,0.62
0.00147328,0.62
0.00147648,0.62
0.00147968,0.62
0.00148288,0.62
0.00148608,0.62
0.00148928,0.62
0.00149248,0.62
0.00149568,0.66
0.00149888,0.66
0.00150208,0.62
0.00150528,0.62
0.00150848,0.62
0.00151168,0.62
0.00151488,0.62
0.00151808,0.62
0.00152128,0.62
0.00152448,0.58
0.00152768,0.62
0.00153088,0.58
0.00153408,0.58
0.00153728,0.62
0.00154048,0.62
0.00154368,0.62
0.00154688,0.62
0.00155008,0.62
0.00155328,0.62
0.00155648,0.58
0.00155968,0.62
0.00156288,0.62
0.00156608,0.62
0.00156928,0.62
0.00157248,0.58
0.00157568,0.62
0.00157888,0.62
0.00158208,0.62
0.00158528,0.58
0.00158848,0.58
0.00159168,0.58
0.00159488,0.62
0.00159808,0.62
0.00160128,0.58
0.00160448,0.58
0.00160768,0.58
0.00161088,0.58
0.00161408,0.58
0.00161728,0.62
0.00162048,0.58
0.00162368,0.58
0.00162688,0.58
0.00163008,0.58
0.00163328,0.58
0.00163648,0.58
0.00163968,0.58
0.00164288,0.58
0.00164608,0.58
0.00164928,0.58
0.00165248,0.58
0.00165568,0.58
0.00165888,0.58
0.00166208,0.58
0.00166528,0.58
0.00166848,0.58
0.00167168,0.58
0.00167488,0.58
0.00167808,0.58
0.00168128,0.58
0.00168448,0.58
0.00168768,0.58
0.00169088,0.62
0.00169408,0.58
0.00169728,0.58
0.00170048,0.58
0.00170368,0.58
0.00170688,0.58
0.00171008,0.58
0.00171328,0.58
0.00171648,0.58
0.00171968,0.62
0.00172288,0.58
0.00172608,0.58
0.00172928,0.58
0.00173248,0.58
0.00173568,0.58
0.00173888,0.58
0.00174208,0.58
0.00174528,0.62
0.00174848,0.58
0.00175168,0.58
0.00175488,0.58
0.00175808,0.58
0.00176128,0.58
0.00176448,0.58
0.00176768,0.58
0.00177088,0.58
0.00177408,0.58
0.00177728,0.58
0.00178048,0.58
0.00178368,0.58
0.00178688,0.58
0.00179008,0.62
0.00179328,0.58
0.00179648,0.62
0.00179968,0.58
0.00180288,0.58
0.00180608,0.58
0.00180928,0.58
0.00181248,0.58
0.00181568,0.62
0.00181888,0.58
0.00182208,0.58
0.00182528,0.58
0.00182848,0.58
0.00183168,0.58
0.00183488,0.58
0.00183808,0.58
0.00184128,0.58
0.00184448,0.58
0.00184768,0.58
0.00185088,0.58
0.00185408,0.58
0.00185728,0.58
0.00186048,0.58
0.00186368,0.58
0.00186688,0.58
0.00187008,0.58
0.00187328,0.58
0.00187648,0.58
0.00187968,0.58
0.00188288,0.58
0.00188608,0.58
0.00188928,0.58
0.00189248,0.58
0.00189568,0.58
0.00189888,0.58
0.00190208,0.54
0.00190528,0.58
0.00190848,0.58
0.00191168,0.58
0.00191488,0.58
0.00191808,0.58
0.00192128,0.58
0.00192448,0.58
0.00192768,0.58
0.00193088,0.58
0.00193408,0.58
0.00193728,0.58
0.00194048,0.58
0.00194368,0.58
0.00194688,0.58
0.00195008,0.58
0.00195328,0.58
0.00195648,0.58
0.00195968,0.58
0.00196288,0.58
0.00196608,0.58
0.00196928,0.58
0.00197248,0.58
0.00197568,0.58
0.00197888,0.58
0.00198208,0.58
0.00198528,0.58
0.00198848,0.58
0.00199168,0.54
0.00199488,0.58
0.00199808,0.58
0.00200128,0.58
0.00200448,0.58
0.00200768,0.58
0.00201088,0.58
0.00201408,0.58
0.00201728,0.58
0.00202048,0.58
0.00202368,0.58
0.00202688,0.58
0.00203008,0.58
0.00203328,0.58
0.00203648,0.58
0.00203968,0.58
0.00204288,0.58
0.00204608,0.58
0.00204928,0.58
0.00205248,0.58
0.00205568,0.62
0.00205888,0.58
0.00206208,0.58
0.00206528,0.58
0.00206848,0.58
0.00207168,0.58
0.00207488,0.58
0.00207808,0.58
0.00208128,0.58
0.00208448,0.58
0.00208768,0.58
0.00209088,0.62
0.00209408,0.58
0.00209728,0.62
0.00210048,0.58
0.00210368,0.62
0.00210688,0.58
0.00211008,0.58
0.00211328,0.58
0.00211648,0.58
0.00211968,0.58
0.00212288,0.58
0.00212608,0.58
0.00212928,0.58
0.00213248,0.58
0.00213568,0.58
0.00213888,0.58
0.00214208,0.58
0.00214528,0.58
0.00214848,0.58
0.00215168,0.58
0.00215488,0.58
0.00215808,0.58
0.00216128,0.58
0.00216448,0.58
0.00216768,0.58
0.00217088,0.58
0.00217408,0.58
0.00217728,0.58
0.00218048,0.58
0.00218368,0.58
0.00218688,0.58
0.00219008,0.58
0.00219328,0.58
0.00219648,0.58
0.00219968,0.58
0.00220288,0.58
0.00220608,0.58
0.00220928,0.54
0.00221248,0.58
0.00221568,0.58
0.00221888,0.58
0.00222208,0.58
0.00222528,0.58
0.00222848,0.58
0.00223168,0.62
0.00223488,0.62
0.00223808,0.58
0.00224128,0.58
0.00224448,0.58
0.00224768,0.58
0.00225088,0.58
0.00225408,0.58
0.00225728,0.58
0.00226048,0.58
0.00226368,0.58
0.00226688,0.58
0.00227008,0.58
0.00227328,0.58
0.00227648,0.58
0.00227968,0.58
0.00228288,0.58
0.00228608,0.58
0.00228928,0.58
0.00229248,0.62
0.00229568,0.58
0.00229888,0.58
0.00230208,0.54
0.00230528,0.58
0.00230848,0.58
0.00231168,0.58
0.00231488,0.58
0.00231808,0.58
0.00232128,0.58
0.00232448,0.58
0.00232768,0.58
0.00233088,0.58
0.00233408,0.58
0.00233728,0.58
0.00234048,0.58
0.00234368,0.58
0.00234688,0.58
0.00235008,0.58
0.00235328,0.58
0.00235648,0.58
0.00235968,0.58
0.00236288,0.58
0.00236608,0.58
0.00236928,0.58
0.00237248,0.58
0.00237568,0.58
0.00237888,0.58
0.00238208,0.58
0.00238528,0.58
0.00238848,0.58
0.00239168,0.58
0.00239488,0.58
0.00239808,0.58
0.00240128,0.58
0.00240448,0.58
0.00240768,0.58
0.00241088,0.58
0.00241408,0.62
0.00241728,0.58
0.00242048,0.58
0.00242368,0.58
0.00242688,0.54
0.00243008,0.58
0.00243328,0.62
0.00243648,0.62
0.00243968,0.58
0.00244288,0.58
0.00244608,0.58
0.00244928,0.58
0.00245248,0.58
0.00245568,0.58
0.00245888,0.58
0.00246208,0.58
0.00246528,0.58
0.00246848,0.58
0.00247168,0.58
0.00247488,0.58
0.00247808,0.58
0.00248128,0.58
0.00248448,0.58
0.00248768,0.58
0.00249088,0.58
0.00249408,0.58
0.00249728,0.62
0.00250048,0.58
0.00250368,0.58
0.00250688,0.62
0.00251008,0.58
0.00251328,0.58
0.00251648,0.58
0.00251968,0.54
0.00252288,0.58
0.00252608,0.62
0.00252928,0.58
0.00253248,0.58
0.00253568,0.54
0.00253888,0.58
0.00254208,0.58
0.00254528,0.58
0.00254848,0.58
0.00255168,0.58
0.00255488,0.58
0.00255808,0.58
0.00256128,0.58
0.00256448,0.58
0.00256768,0.58
0.00257088,0.58
0.00257408,0.58
0.00257728,0.58
0.00258048,0.58
0.00258368,0.58
0.00258688,0.58
0.00259008,0.58
0.00259328,0.58
0.00259648,0.62
0.00259968,0.58
0.00260288,0.58
0.00260608,0.54
0.00260928,0.58
0.00261248,0.58
0.00261568,0.58
0.00261888,0.58
0.00262208,0.62
0.00262528,0.58
0.00262848,0.58
0.00263168,0.58
0.00263488,0.54
0.00263808,0.58
0.00264128,0.58
0.00264448,0.58
0.00264768,0.58
0.00265088,0.58
0.00265408,0.58
0.00265728,0.58
0.00266048,0.58
0.00266368,0.58
0.00266688,0.58
0.00267008,0.58
0.00267328,0.58
0.00267648,0.58
0.00267968,0.62
0.00268288,0.58
0.00268608,0.58
0.00268928,0.58
0.00269248,0.58
0.00269568,0.58
0.00269888,0.58
0.00270208,0.58
0.00270528,0.58
0.00270848,0.58
0.00271168,0.62
0.00271488,0.58
0.00271808,0.58
0.00272128,0.58
0.00272448,0.58
0.00272768,0.58
0.00273088,0.58
0.00273408,0.58
0.00273728,0.58
0.00274048,0.58
0.00274368,0.58
0.00274688,0.58
0.00275008,0.58
0.00275328,0.58
0.00275648,0.58
0.00275968,0.58
0.00276288,0.58
0.00276608,0.58
0.00276928,0.62
0.00277248,0.62
0.00277568,0.58
0.00277888,0.58
0.00278208,0.58
0.00278528,0.58
0.00278848,0.58
0.00279168,0.58
0.00279488,0.58
0.00279808,0.58
0.00280128,0.58
0.00280448,0.58
0.00280768,0.58
0.00281088,0.58
0.00281408,0.58
0.00281728,0.58
0.00282048,0.58
0.00282368,0.58
0.00282688,0.58
0.00283008,0.58
0.00283328,0.58
0.00283648,0.58
0.00283968,0.58
0.00284288,0.58
0.00284608,0.58
0.00284928,0.62
0.00285248,0.58
0.00285568,0.54
0.00285888,0.58
0.00286208,0.58
0.00286528,0.58
0.00286848,0.58
0.00287168,0.58
0.00287488,0.58
0.00287808,0.58
0.00288128,0.58
0.00288448,0.58
0.00288768,0.58
0.00289088,0.58
0.00289408,0.62
0.00289728,0.58
0.00290048,0.58
0.00290368,0.58
0.00290688,0.58
0.00291008,0.58
0.00291328,0.58
0.00291648,0.58
0.00291968,0.58
0.00292288,0.58
0.00292608,0.58
0.00292928,0.58
0.00293248,0.58
0.00293568,0.58
0.00293888,0.58
0.00294208,0.58
0.00294528,0.58
0.00294848,0.58
0.00295168,0.58
0.00295488,0.58
0.00295808,0.58
0.00296128,0.58
0.00296448,0.58
0.00296768,0.58
0.00297088,0.58
0.00297408,0.58
0.00297728,0.58
0.00298048,0.58
0.00298368,0.58
0.00298688,0.58
0.00299008,0.58
0.00299328,0.58
0.00299648,0.58
0.00299968,0.58
0.00300288,0.58
0.00300608,0.58
0.00300928,0.58
0.00301248,0.58
0.00301568,0.58
0.00301888,0.58
0.00302208,0.58
0.00302528,0.58
0.00302848,0.58
0.00303168,0.58
0.00303488,0.58
0.00303808,0.58
0.00304128,0.58
0.00304448,0.58
0.00304768,0.58
0.00305088,0.58
0.00305408,0.58
0.00305728,0.58
0.00306048,0.58
0.00306368,0.58
0.00306688,0.58
0.00307008,0.58
0.00307328,0.58
0.00307648,0.58
0.00307968,0.58
0.00308288,0.58
0.00308608,0.58
0.00308928,0.58
0.00309248,0.58
0.00309568,0.58
0.00309888,0.58
0.00310208,0.58
0.00310528,0.58
0.00310848,0.58
0.00311168,0.62
0.00311488,0.58
0.00311808,0.58
0.00312128,0.62
0.00312448,0.58
0.00312768,0.58
0.00313088,0.58
0.00313408,0.58
0.00313728,0.58
0.00314048,0.58
0.00314368,0.58
0.00314688,0.58
0.00315008,0.58
0.00315328,0.58
0.00315648,0.58
0.00315968,0.58
0.00316288,0.54
0.00316608,0.58
0.00316928,0.58
0.00317248,0.58
0.00317568,0.58
0.00317888,0.58
0.00318208,0.58
0.00318528,0.58
0.00318848,0.58
0.00319168,0.58
0.00319488,0.58
0.00319808,0.62
0.00320128,0.58
0.00320448,0.58
0.00320768,0.58
0.00321088,0.58
0.00321408,0.58
0.00321728,0.58
0.00322048,0.58
0.00322368,0.58
0.00322688,0.58
0.00323008,0.58
0.00323328,0.58
0.00323648,0.58
0.00323968,0.58
0.00324288,0.58
0.00324608,0.58
0.00324928,0.58
0.00325248,0.58
0.00325568,0.58
0.00325888,0.58
0.00326208,0.58
0.00326528,0.58
0.00326848,0.58
0.00327168,0.58
0.00327488,0.58
0.00327808,0.58
0.00328128,0.58
0.00328448,0.58
0.00328768,0.58
0.00329088,0.58
0.00329408,0.58
0.00329728,0.58
0.00330048,0.58
0.00330368,0.58
0.00330688,0.58
0.00331008,0.58
0.00331328,0.58
0.00331648,0.54
0.00331968,0.62
0.00332288,0.58
0.00332608,0.58
0.00332928,0.58
0.00333248,0.58
0.00333568,0.58
0.00333888,0.58
0.00334208,0.58
0.00334528,0.58
0.00334848,0.62
0.00335168,0.58
0.00335488,0.58
0.00335808,0.58
0.00336128,0.58
0.00336448,0.62
0.00336768,0.58
0.00337088,0.58
0.00337408,0.54
0.00337728,0.58
0.00338048,0.58
0.00338368,0.58
0.00338688,0.58
0.00339008,0.58
0.00339328,0.58
0.00339648,0.58
0.00339968,0.62
0.00340288,0.58
0.00340608,0.58
0.00340928,0.58
0.00341248,0.58
0.00341568,0.58
0.00341888,0.58
0.00342208,0.58
0.00342528,0.58
0.00342848,0.58
0.00343168,0.58
0.00343488,0.58
0.00343808,0.58
0.00344128,0.58
0.00344448,0.58
0.00344768,0.58
0.00345088,0.58
0.00345408,0.58
0.00345728,0.58
0.00346048,0.58
0.00346368,0.62
0.00346688,0.58
0.00347008,0.58
0.00347328,0.58
0.00347648,0.58
0.00347968,0.58
0.00348288,0.58
0.00348608,0.58
0.00348928,0.58
0.00349248,0.58
0.00349568,0.58
0.00349888,0.58
0.00350208,0.58
0.00350528,0.58
0.00350848,0.62
0.00351168,0.58
0.00351488,0.58
0.00351808,0.58
0.00352128,0.62
0.00352448,0.58
0.00352768,0.58
0.00353088,0.58
0.00353408,0.58
0.00353728,0.58
0.00354048,0.58
0.00354368,0.58
0.00354688,0.58
0.00355008,0.58
0.00355328,0.58
0.00355648,0.58
0.00355968,0.58
0.00356288,0.58
0.00356608,0.58
0.00356928,0.58
0.00357248,0.58
0.00357568,0.58
0.00357888,0.58
0.00358208,0.58
0.00358528,0.58
0.00358848,0.58
0.00359168,0.58
0.00359488,0.58
0.00359808,0.58
0.00360128,0.58
0.00360448,0.58
0.00360768,0.54
0.00361088,0.58
0.00361408,0.58
0.00361728,0.58
0.00362048,0.58
0.00362368,0.58
0.00362688,0.58
0.00363008,0.58
0.00363328,0.58
0.00363648,0.54
0.00363968,0.58
0.00364288,0.58
0.00364608,0.58
0.00364928,0.58
0.00365248,0.58
0.00365568,0.58
0.00365888,0.58
0.00366208,0.58
0.00366528,0.58
0.00366848,0.58
0.00367168,0.58
0.00367488,0.54
0.00367808,0.58
0.00368128,0.62
0.00368448,0.58
0.00368768,0.58
0.00369088,0.58
0.00369408,0.54
0.00369728,0.58
0.00370048,0.58
0.00370368,0.58
0.00370688,0.58
0.00371008,0.58
0.00371328,0.58
0.00371648,0.58
0.00371968,0.58
0.00372288,0.58
0.00372608,0.58
0.00372928,0.58
0.00373248,0.58
0.00373568,0.58
0.00373888,0.58
0.00374208,0.58
0.00374528,0.58
0.00374848,0.58
0.00375168,0.58
0.00375488,0.58
0.00375808,0.58
0.00376128,0.58
0.00376448,0.58
0.00376768,0.58
0.00377088,0.58
0.00377408,0.58
0.00377728,0.58
0.00378048,0.62
0.00378368,0.58
0.00378688,0.58
0.00379008,0.58
0.00379328,0.58
0.00379648,0.58
0.00379968,0.58
0.00380288,0.58
0.00380608,0.58
0.00380928,0.58
0.00381248,0.58
0.00381568,0.58
0.00381888,0.58
0.00382208,0.58
0.00382528,0.58
0.00382848,0.58
0.00383168,0.58
0.00383488,0.58
0.00383808,0.58
0.00384128,0.58
0.00384448,0.58
0.00384768,0.58
0.00385088,0.58
0.00385408,0.58
0.00385728,0.58
0.00386048,0.54
0.00386368,0.58
0.00386688,0.58
0.00387008,0.58
0.00387328,0.54
0.00387648,0.58
0.00387968,0.62
0.00388288,0.58
0.00388608,0.58
0.00388928,0.58
0.00389248,0.58
0.00389568,0.58
0.00389888,0.58
0.00390208,0.58
0.00390528,0.58
0.00390848,0.58
0.00391168,0.62
0.00391488,0.58
0.00391808,0.58
0.00392128,0.58
0.00392448,0.58
0.00392768,0.58
0.00393088,0.58
0.00393408,0.58
0.00393728,0.58
0.00394048,0.58
0.00394368,0.58
0.00394688,0.58
0.00395008,0.58
0.00395328,0.54
0.00395648,0.58
0.00395968,0.58
0.00396288,0.58
0.00396608,0.58
0.00396928,0.58
0.00397248,0.58
0.00397568,0.58
0.00397888,0.58
0.00398208,0.58
0.00398528,0.58
0.00398848,0.58
0.00399168,0.58
0.00399488,0.58
0.00399808,0.58
0.00400128,0.58
0.00400448,0.58
0.00400768,0.58
0.00401088,0.58
0.00401408,0.58
0.00401728,0.58
0.00402048,0.58
0.00402368,0.58
0.00402688,0.62
0.00403008,0.58
0.00403328,0.58
0.00403648,0.58
0.00403968,0.54
0.00404288,0.58
0.00404608,0.54
0.00404928,0.58
0.00405248,0.58
0.00405568,0.58
0.00405888,0.58
0.00406208,0.58
0.00406528,0.54
0.00406848,0.58
0.00407168,0.58
0.00407488,0.58
0.00407808,0.58
0.00408128,0.58
0.00408448,0.54
0.00408768,0.58
0.00409088,0.58
0.00409408,0.58
0.00409728,0.58
0.00410048,0.58
0.00410368,0.58
0.00410688,0.62
0.00411008,0.58
0.00411328,0.58
0.00411648,0.58
0.00411968,0.58
0.00412288,0.58
0.00412608,0.58
0.00412928,0.58
0.00413248,0.58
0.00413568,0.58
0.00413888,0.58
0.00414208,0.54
0.00414528,0.58
0.00414848,0.58
0.00415168,0.58
0.00415488,0.58
0.00415808,0.58
0.00416128,0.58
0.00416448,0.58
0.00416768,0.58
0.00417088,0.58
0.00417408,0.58
0.00417728,0.58
0.00418048,0.58
0.00418368,0.58
0.00418688,0.58
0.00419008,0.58
0.00419328,0.58
0.00419648,0.58
0.00419968,0.58
0.00420288,0.58
0.00420608,0.58
0.00420928,0.58
0.00421248,0.58
0.00421568,0.58
0.00421888,0.58
0.00422208,0.58
0.00422528,0.58
0.00422848,0.58
0.00423168,0.58
0.00423488,0.58
0.00423808,0.58
0.00424128,0.58
0.00424448,0.58
0.00424768,0.58
0.00425088,0.58
0.00425408,0.58
0.00425728,0.58
0.00426048,0.58
0.00426368,0.58
0.00426688,0.58
0.00427008,0.58
0.00427328,0.58
0.00427648,0.58
0.00427968,0.58
0.00428288,0.58
0.00428608,0.58
0.00428928,0.62
0.00429248,0.58
0.00429568,0.58
0.00429888,0.58
0.00430208,0.58
0.00430528,0.58
0.00430848,0.58
0.00431168,0.58
0.00431488,0.58
0.00431808,0.58
0.00432128,0.58
0.00432448,0.58
0.00432768,0.58
0.00433088,0.58
0.00433408,0.58
0.00433728,0.54
0.00434048,0.58
0.00434368,0.58
0.00434688,0.58
0.00435008,0.58
0.00435328,0.58
0.00435648,0.58
0.00435968,0.54
0.00436288,0.58
0.00436608,0.58
0.00436928,0.58
0.00437248,0.58
0.00437568,0.58
0.00437888,0.58
0.00438208,0.58
0.00438528,0.58
0.00438848,0.58
0.00439168,0.58
