time,ch1_thermo
-0.0101683,0.58
-0.0101651,0.58
-0.0101619,0.58
-0.0101587,0.58
-0.0101555,0.54
-0.0101523,0.58
-0.0101491,0.58
-0.0101459,0.58
-0.0101427,0.58
-0.0101395,0.58
-0.0101363,0.58
-0.0101331,0.58
-0.0101299,0.58
-0.0101267,0.58
-0.0101235,0.58
-0.0101203,0.58
-0.0101171,0.58
-0.0101139,0.54
-0.0101107,0.58
-0.0101075,0.58
-0.0101043,0.58
-0.0101011,0.58
-0.0100979,0.58
-0.0100947,0.58
-0.0100915,0.58
-0.0100883,0.58
-0.0100851,0.54
-0.0100819,0.58
-0.0100787,0.58
-0.0100755,0.58
-0.0100723,0.58
-0.0100691,0.58
-0.0100659,0.54
-0.0100627,0.58
-0.0100595,0.54
-0.0100563,0.58
-0.0100531,0.58
-0.0100499,0.58
-0.0100467,0.58
-0.0100435,0.58
-0.0100403,0.58
-0.0100371,0.58
-0.0100339,0.58
-0.0100307,0.58
-0.0100275,0.58
-0.0100243,0.58
-0.0100211,0.58
-0.0100179,0.58
-0.0100147,0.58
-0.0100115,0.58
-0.0100083,0.58
-0.0100051,0.58
-0.0100019,0.58
-0.00999872,0.58
-0.00999552,0.58
-0.00999232,0.58
-0.00998912,0.58
-0.00998592,0.54
-0.00998272,0.58
-0.00997952,0.58
-0.00997632,0.58
-0.00997312,0.58
-0.00996992,0.58
-0.00996672,0.58
-0.00996352,0.58
-0.00996032,0.58
-0.00995712,0.58
-0.00995392,0.58
-0.00995072,0.54
-0.00994752,0.58
-0.00994432,0.54
-0.00994112,0.58
-0.00993792,0.58
-0.00993472,0.58
-0.00993152,0.58
-0.00992832,0.58
-0.00992512,0.58
-0.00992192,0.58
-0.00991872,0.58
-0.00991552,0.58
-0.00991232,0.58
-0.00990912,0.58
-0.00990592,0.58
-0.00990272,0.58
-0.00989952,0.58
-0.00989632,0.58
-0.00989312,0.58
-0.00988992,0.58
-0.00988672,0.58
-0.00988352,0.58
-0.00988032,0.58
-0.00987712,0.58
-0.00987392,0.58
-0.00987072,0.58
-0.00986752,0.58
-0.00986432,0.58
-0.00986112,0.58
-0.00985792,0.58
-0.00985472,0.58
-0.00985152,0.58
-0.00984832,0.58
-0.00984512,0.58
-0.00984192,0.58
-0.00983872,0.58
-0.00983552,0.58
-0.00983232,0.58
-0.00982912,0.58
-0.00982592,0.58
-0.00982272,0.58
-0.00981952,0.58
-0.00981632,0.58
-0.00981312,0.58
-0.00980992,0.58
-0.00980672,0.58
-0.00980352,0.58
-0.00980032,0.58
-0.00979712,0.58
-0.00979392,0.54
-0.00979072,0.54
-0.00978752,0.58
-0.00978432,0.58
-0.00978112,0.58
-0.00977792,0.58
-0.00977472,0.58
-0.00977152,0.58
-0.00976832,0.58
-0.00976512,0.58
-0.00976192,0.58
-0.00975872,0.58
-0.00975552,0.58
-0.00975232,0.58
-0.00974912,0.54
-0.00974592,0.58
-0.00974272,0.54
-0.00973952,0.58
-0.00973632,0.54
-0.00973312,0.58
-0.00972992,0.54
-0.00972672,0.58
-0.00972352,0.58
-0.00972032,0.58
-0.00971712,0.58
-0.00971392,0.58
-0.00971072,0.58
-0.00970752,0.58
-0.00970432,0.58
-0.00970112,0.58
-0.00969792,0.58
-0.00969472,0.58
-0.00969152,0.58
-0.00968832,0.58
-0.00968512,0.58
-0.00968192,0.58
-0.00967872,0.58
-0.00967552,0.58
-0.00967232,0.58
-0.00966912,0.58
-0.00966592,0.58
-0.00966272,0.58
-0.00965952,0.54
-0.00965632,0.58
-0.00965312,0.58
-0.00964992,0.58
-0.00964672,0.58
-0.00964352,0.58
-0.00964032,0.58
-0.00963712,0.58
-0.00963392,0.58
-0.00963072,0.58
-0.00962752,0.58
-0.00962432,0.54
-0.00962112,0.58
-0.00961792,0.58
-0.00961472,0.58
-0.00961152,0.58
-0.00960832,0.58
-0.00960512,0.58
-0.00960192,0.58
-0.00959872,0.58
-0.00959552,0.58
-0.00959232,0.58
-0.00958912,0.58
-0.00958592,0.58
-0.00958272,0.58
-0.00957952,0.58
-0.00957632,0.58
-0.00957312,0.58
-0.00956992,0.58
-0.00956672,0.58
-0.00956352,0.58
-0.00956032,0.58
-0.00955712,0.58
-0.00955392,0.54
-0.00955072,0.58
-0.00954752,0.54
-0.00954432,0.58
-0.00954112,0.58
-0.00953792,0.54
-0.00953472,0.58
-0.00953152,0.58
-0.00952832,0.58
-0.00952512,0.58
-0.00952192,0.58
-0.00951872,0.58
-0.00951552,0.58
-0.00951232,0.58
-0.00950912,0.58
-0.00950592,0.58
-0.00950272,0.58
-0.00949952,0.58
-0.00949632,0.58
-0.00949312,0.58
-0.00948992,0.58
-0.00948672,0.58
-0.00948352,0.58
-0.00948032,0.58
-0.00947712,0.58
-0.00947392,0.58
-0.00947072,0.58
-0.00946752,0.58
-0.00946432,0.58
-0.00946112,0.58
-0.00945792,0.58
-0.00945472,0.58
-0.00945152,0.58
-0.00944832,0.58
-0.00944512,0.58
-0.00944192,0.62
-0.00943872,0.58
-0.00943552,0.58
-0.00943232,0.58
-0.00942912,0.58
-0.00942592,0.58
-0.00942272,0.54
-0.00941952,0.58
-0.00941632,0.58
-0.00941312,0.58
-0.00940992,0.58
-0.00940672,0.58
-0.00940352,0.54
-0.00940032,0.58
-0.00939712,0.58
-0.00939392,0.54
-0.00939072,0.58
-0.00938752,0.58
-0.00938432,0.58
-0.00938112,0.58
-0.00937792,0.58
-0.00937472,0.58
-0.00937152,0.58
-0.00936832,0.58
-0.00936512,0.58
-0.00936192,0.58
-0.00935872,0.58
-0.00935552,0.58
-0.00935232,0.58
-0.00934912,0.58
-0.00934592,0.58
-0.00934272,0.58
-0.00933952,0.54
-0.00933632,0.58
-0.00933312,0.58
-0.00932992,0.58
-0.00932672,0.58
-0.00932352,0.58
-0.00932032,0.58
-0.00931712,0.58
-0.00931392,0.58
-0.00931072,0.58
-0.00930752,0.58
-0.00930432,0.58
-0.00930112,0.58
-0.00929792,0.58
-0.00929472,0.58
-0.00929152,0.58
-0.00928832,0.58
-0.00928512,0.58
-0.00928192,0.54
-0.00927872,0.58
-0.00927552,0.58
-0.00927232,0.58
-0.00926912,0.58
-0.00926592,0.58
-0.00926272,0.58
-0.00925952,0.54
-0.00925632,0.54
-0.00925312,0.58
-0.00924992,0.58
-0.00924672,0.58
-0.00924352,0.58
-0.00924032,0.58
-0.00923712,0.54
-0.00923392,0.58
-0.00923072,0.58
-0.00922752,0.58
-0.00922432,0.58
-0.00922112,0.58
-0.00921792,0.58
-0.00921472,0.58
-0.00921152,0.58
-0.00920832,0.58
-0.00920512,0.58
-0.00920192,0.58
-0.00919872,0.58
-0.00919552,0.58
-0.00919232,0.58
-0.00918912,0.58
-0.00918592,0.58
-0.00918272,0.58
-0.00917952,0.58
-0.00917632,0.58
-0.00917312,0.58
-0.00916992,0.58
-0.00916672,0.54
-0.00916352,0.58
-0.00916032,0.54
-0.00915712,0.58
-0.00915392,0.58
-0.00915072,0.58
-0.00914752,0.58
-0.00914432,0.58
-0.00914112,0.58
-0.00913792,0.58
-0.00913472,0.58
-0.00913152,0.58
-0.00912832,0.58
-0.00912512,0.58
-0.00912192,0.58
-0.00911872,0.58
-0.00911552,0.58
-0.00911232,0.58
-0.00910912,0.58
-0.00910592,0.58
-0.00910272,0.58
-0.00909952,0.58
-0.00909632,0.58
-0.00909312,0.58
-0.00908992,0.58
-0.00908672,0.58
-0.00908352,0.58
-0.00908032,0.58
-0.00907712,0.58
-0.00907392,0.58
-0.00907072,0.58
-0.00906752,0.58
-0.00906432,0.58
-0.00906112,0.58
-0.00905792,0.58
-0.00905472,0.58
-0.00905152,0.58
-0.00904832,0.58
-0.00904512,0.58
-0.00904192,0.58
-0.00903872,0.58
-0.00903552,0.58
-0.00903232,0.58
-0.00902912,0.58
-0.00902592,0.58
-0.00902272,0.58
-0.00901952,0.58
-0.00901632,0.58
-0.00901312,0.58
-0.00900992,0.54
-0.00900672,0.58
-0.00900352,0.58
-0.00900032,0.58
-0.00899712,0.54
-0.00899392,0.58
-0.00899072,0.58
-0.00898752,0.58
-0.00898432,0.58
-0.00898112,0.58
-0.00897792,0.58
-0.00897472,0.58
-0.00897152,0.58
-0.00896832,0.58
-0.00896512,0.54
-0.00896192,0.58
-0.00895872,0.58
-0.00895552,0.58
-0.00895232,0.58
-0.00894912,0.58
-0.00894592,0.58
-0.00894272,0.58
-0.00893952,0.58
-0.00893632,0.58
-0.00893312,0.58
-0.00892992,0.58
-0.00892672,0.58
-0.00892352,0.58
-0.00892032,0.58
-0.00891712,0.58
-0.00891392,0.58
-0.00891072,0.58
-0.00890752,0.58
-0.00890432,0.58
-0.00890112,0.58
-0.00889792,0.58
-0.00889472,0.58
-0.00889152,0.58
-0.00888832,0.58
-0.00888512,0.58
-0.00888192,0.58
-0.00887872,0.58
-0.00887552,0.58
-0.00887232,0.58
-0.00886912,0.58
-0.00886592,0.58
-0.00886272,0.58
-0.00885952,0.58
-0.00885632,0.58
-0.00885312,0.58
-0.00884992,0.58
-0.00884672,0.58
-0.00884352,0.58
-0.00884032,0.58
-0.00883712,0.58
-0.00883392,0.58
-0.00883072,0.58
-0.00882752,0.58
-0.00882432,0.58
-0.00882112,0.58
-0.00881792,0.58
-0.00881472,0.58
-0.00881152,0.58
-0.00880832,0.58
-0.00880512,0.58
-0.00880192,0.54
-0.00879872,0.58
-0.00879552,0.58
-0.00879232,0.58
-0.00878912,0.58
-0.00878592,0.58
-0.00878272,0.58
-0.00877952,0.58
-0.00877632,0.58
-0.00877312,0.58
-0.00876992,0.58
-0.00876672,0.58
-0.00876352,0.58
-0.00876032,0.58
-0.00875712,0.58
-0.00875392,0.54
-0.00875072,0.58
-0.00874752,0.58
-0.00874432,0.58
-0.00874112,0.58
-0.00873792,0.54
-0.00873472,0.54
-0.00873152,0.58
-0.00872832,0.54
-0.00872512,0.58
-0.00872192,0.58
-0.00871872,0.58
-0.00871552,0.58
-0.00871232,0.58
-0.00870912,0.58
-0.00870592,0.58
-0.00870272,0.58
-0.00869952,0.58
-0.00869632,0.58
-0.00869312,0.58
-0.00868992,0.54
-0.00868672,0.58
-0.00868352,0.58
-0.00868032,0.58
-0.00867712,0.54
-0.00867392,0.58
-0.00867072,0.58
-0.00866752,0.58
-0.00866432,0.58
-0.00866112,0.58
-0.00865792,0.58
-0.00865472,0.58
-0.00865152,0.58
-0.00864832,0.58
-0.00864512,0.58
-0.00864192,0.58
-0.00863872,0.58
-0.00863552,0.58
-0.00863232,0.54
-0.00862912,0.58
-0.00862592,0.58
-0.00862272,0.58
-0.00861952,0.54
-0.00861632,0.58
-0.00861312,0.58
-0.00860992,0.58
-0.00860672,0.58
-0.00860352,0.58
-0.00860032,0.58
-0.00859712,0.58
-0.00859392,0.58
-0.00859072,0.58
-0.00858752,0.58
-0.00858432,0.58
-0.00858112,0.58
-0.00857792,0.58
-0.00857472,0.58
-0.00857152,0.58
-0.00856832,0.58
-0.00856512,0.58
-0.00856192,0.58
-0.00855872,0.58
-0.00855552,0.58
-0.00855232,0.58
-0.00854912,0.58
-0.00854592,0.58
-0.00854272,0.54
-0.00853952,0.54
-0.00853632,0.58
-0.00853312,0.58
-0.00852992,0.58
-0.00852672,0.58
-0.00852352,0.58
-0.00852032,0.58
-0.00851712,0.58
-0.00851392,0.58
-0.00851072,0.58
-0.00850752,0.54
-0.00850432,0.58
-0.00850112,0.58
-0.00849792,0.54
-0.00849472,0.58
-0.00849152,0.58
-0.00848832,0.58
-0.00848512,0.58
-0.00848192,0.58
-0.00847872,0.58
-0.00847552,0.58
-0.00847232,0.54
-0.00846912,0.58
-0.00846592,0.58
-0.00846272,0.54
-0.00845952,0.58
-0.00845632,0.58
-0.00845312,0.58
-0.00844992,0.58
-0.00844672,0.58
-0.00844352,0.54
-0.00844032,0.58
-0.00843712,0.58
-0.00843392,0.58
-0.00843072,0.58
-0.00842752,0.58
-0.00842432,0.54
-0.00842112,0.58
-0.00841792,0.58
-0.00841472,0.58
-0.00841152,0.58
-0.00840832,0.58
-0.00840512,0.58
-0.00840192,0.58
-0.00839872,0.58
-0.00839552,0.54
-0.00839232,0.58
-0.00838912,0.58
-0.00838592,0.58
-0.00838272,0.58
-0.00837952,0.58
-0.00837632,0.58
-0.00837312,0.58
-0.00836992,0.58
-0.00836672,0.58
-0.00836352,0.58
-0.00836032,0.58
-0.00835712,0.58
-0.00835392,0.58
-0.00835072,0.58
-0.00834752,0.58
-0.00834432,0.58
-0.00834112,0.54
-0.00833792,0.58
-0.00833472,0.54
-0.00833152,0.58
-0.00832832,0.58
-0.00832512,0.58
-0.00832192,0.58
-0.00831872,0.58
-0.00831552,0.58
-0.00831232,0.58
-0.00830912,0.58
-0.00830592,0.58
-0.00830272,0.58
-0.00829952,0.58
-0.00829632,0.58
-0.00829312,0.58
-0.00828992,0.58
-0.00828672,0.58
-0.00828352,0.58
-0.00828032,0.58
-0.00827712,0.58
-0.00827392,0.58
-0.00827072,0.58
-0.00826752,0.58
-0.00826432,0.58
-0.00826112,0.58
-0.00825792,0.54
-0.00825472,0.54
-0.00825152,0.58
-0.00824832,0.58
-0.00824512,0.58
-0.00824192,0.58
-0.00823872,0.58
-0.00823552,0.58
-0.00823232,0.58
-0.00822912,0.58
-0.00822592,0.58
-0.00822272,0.58
-0.00821952,0.58
-0.00821632,0.58
-0.00821312,0.58
-0.00820992,0.58
-0.00820672,0.58
-0.00820352,0.54
-0.00820032,0.58
-0.00819712,0.58
-0.00819392,0.58
-0.00819072,0.54
-0.00818752,0.58
-0.00818432,0.58
-0.00818112,0.58
-0.00817792,0.58
-0.00817472,0.58
-0.00817152,0.58
-0.00816832,0.58
-0.00816512,0.58
-0.00816192,0.58
-0.00815872,0.58
-0.00815552,0.58
-0.00815232,0.58
-0.00814912,0.58
-0.00814592,0.58
-0.00814272,0.58
-0.00813952,0.58
-0.00813632,0.54
-0.00813312,0.58
-0.00812992,0.58
-0.00812672,0.58
-0.00812352,0.58
-0.00812032,0.58
-0.00811712,0.58
-0.00811392,0.58
-0.00811072,0.58
-0.00810752,0.58
-0.00810432,0.58
-0.00810112,0.58
-0.00809792,0.58
-0.00809472,0.58
-0.00809152,0.58
-0.00808832,0.58
-0.00808512,0.58
-0.00808192,0.58
-0.00807872,0.58
-0.00807552,0.58
-0.00807232,0.58
-0.00806912,0.58
-0.00806592,0.58
-0.00806272,0.58
-0.00805952,0.58
-0.00805632,0.58
-0.00805312,0.58
-0.00804992,0.58
-0.00804672,0.58
-0.00804352,0.58
-0.00804032,0.58
-0.00803712,0.58
-0.00803392,0.54
-0.00803072,0.58
-0.00802752,0.58
-0.00802432,0.58
-0.00802112,0.58
-0.00801792,0.58
-0.00801472,0.58
-0.00801152,0.58
-0.00800832,0.58
-0.00800512,0.54
-0.00800192,0.58
-0.00799872,0.58
-0.00799552,0.58
-0.00799232,0.58
-0.00798912,0.58
-0.00798592,0.58
-0.00798272,0.54
-0.00797952,0.58
-0.00797632,0.58
-0.00797312,0.58
-0.00796992,0.58
-0.00796672,0.58
-0.00796352,0.58
-0.00796032,0.58
-0.00795712,0.58
-0.00795392,0.58
-0.00795072,0.58
-0.00794752,0.58
-0.00794432,0.58
-0.00794112,0.58
-0.00793792,0.58
-0.00793472,0.58
-0.00793152,0.58
-0.00792832,0.58
-0.00792512,0.58
-0.00792192,0.58
-0.00791872,0.58
-0.00791552,0.54
-0.00791232,0.58
-0.00790912,0.58
-0.00790592,0.58
-0.00790272,0.58
-0.00789952,0.58
-0.00789632,0.58
-0.00789312,0.58
-0.00788992,0.58
-0.00788672,0.58
-0.00788352,0.58
-0.00788032,0.58
-0.00787712,0.58
-0.00787392,0.58
-0.00787072,0.58
-0.00786752,0.58
-0.00786432,0.58
-0.00786112,0.58
-0.00785792,0.58
-0.00785472,0.58
-0.00785152,0.58
-0.00784832,0.58
-0.00784512,0.58
-0.00784192,0.58
-0.00783872,0.58
-0.00783552,0.58
-0.00783232,0.58
-0.00782912,0.58
-0.00782592,0.58
-0.00782272,0.58
-0.00781952,0.58
-0.00781632,0.54
-0.00781312,0.58
-0.00780992,0.58
-0.00780672,0.58
-0.00780352,0.58
-0.00780032,0.62
-0.00779712,0.58
-0.00779392,0.58
-0.00779072,0.58
-0.00778752,0.58
-0.00778432,0.58
-0.00778112,0.58
-0.00777792,0.58
-0.00777472,0.58
-0.00777152,0.58
-0.00776832,0.58
-0.00776512,0.58
-0.00776192,0.54
-0.00775872,0.58
-0.00775552,0.58
-0.00775232,0.58
-0.00774912,0.58
-0.00774592,0.58
-0.00774272,0.58
-0.00773952,0.58
-0.00773632,0.58
-0.00773312,0.58
-0.00772992,0.58
-0.00772672,0.58
-0.00772352,0.54
-0.00772032,0.58
-0.00771712,0.58
-0.00771392,0.58
-0.00771072,0.58
-0.00770752,0.58
-0.00770432,0.58
-0.00770112,0.58
-0.00769792,0.58
-0.00769472,0.58
-0.00769152,0.58
-0.00768832,0.58
-0.00768512,0.58
-0.00768192,0.58
-0.00767872,0.58
-0.00767552,0.58
-0.00767232,0.58
-0.00766912,0.58
-0.00766592,0.58
-0.00766272,0.58
-0.00765952,0.58
-0.00765632,0.58
-0.00765312,0.58
-0.00764992,0.58
-0.00764672,0.54
-0.00764352,0.58
-0.00764032,0.58
-0.00763712,0.58
-0.00763392,0.58
-0.00763072,0.58
-0.00762752,0.58
-0.00762432,0.58
-0.00762112,0.58
-0.00761792,0.58
-0.00761472,0.58
-0.00761152,0.58
-0.00760832,0.58
-0.00760512,0.54
-0.00760192,0.58
-0.00759872,0.58
-0.00759552,0.58
-0.00759232,0.58
-0.00758912,0.58
-0.00758592,0.58
-0.00758272,0.58
-0.00757952,0.58
-0.00757632,0.58
-0.00757312,0.58
-0.00756992,0.58
-0.00756672,0.58
-0.00756352,0.58
-0.00756032,0.58
-0.00755712,0.58
-0.00755392,0.58
-0.00755072,0.58
-0.00754752,0.58
-0.00754432,0.58
-0.00754112,0.54
-0.00753792,0.58
-0.00753472,0.58
-0.00753152,0.58
-0.00752832,0.58
-0.00752512,0.58
-0.00752192,0.58
-0.00751872,0.58
-0.00751552,0.58
-0.00751232,0.58
-0.00750912,0.54
-0.00750592,0.58
-0.00750272,0.58
-0.00749952,0.58
-0.00749632,0.58
-0.00749312,0.58
-0.00748992,0.58
-0.00748672,0.58
-0.00748352,0.58
-0.00748032,0.58
-0.00747712,0.58
-0.00747392,0.54
-0.00747072,0.58
-0.00746752,0.58
-0.00746432,0.58
-0.00746112,0.58
-0.00745792,0.58
-0.00745472,0.58
-0.00745152,0.58
-0.00744832,0.58
-0.00744512,0.58
-0.00744192,0.58
-0.00743872,0.58
-0.00743552,0.58
-0.00743232,0.58
-0.00742912,0.58
-0.00742592,0.58
-0.00742272,0.58
-0.00741952,0.58
-0.00741632,0.58
-0.00741312,0.58
-0.00740992,0.58
-0.00740672,0.62
-0.00740352,0.58
-0.00740032,0.58
-0.00739712,0.58
-0.00739392,0.58
-0.00739072,0.58
-0.00738752,0.58
-0.00738432,0.62
-0.00738112,0.58
-0.00737792,0.58
-0.00737472,0.58
-0.00737152,0.58
-0.00736832,0.62
-0.00736512,0.58
-0.00736192,0.58
-0.00735872,0.58
-0.00735552,0.58
-0.00735232,0.58
-0.00734912,0.58
-0.00734592,0.58
-0.00734272,0.58
-0.00733952,0.58
-0.00733632,0.58
-0.00733312,0.58
-0.00732992,0.62
-0.00732672,0.58
-0.00732352,0.58
-0.00732032,0.58
-0.00731712,0.58
-0.00731392,0.58
-0.00731072,0.58
-0.00730752,0.58
-0.00730432,0.58
-0.00730112,0.58
-0.00729792,0.58
-0.00729472,0.62
-0.00729152,0.58
-0.00728832,0.58
-0.00728512,0.58
-0.00728192,0.58
-0.00727872,0.58
-0.00727552,0.58
-0.00727232,0.58
-0.00726912,0.58
-0.00726592,0.58
-0.00726272,0.58
-0.00725952,0.58
-0.00725632,0.58
-0.00725312,0.58
-0.00724992,0.58
-0.00724672,0.58
-0.00724352,0.58
-0.00724032,0.58
-0.00723712,0.58
-0.00723392,0.58
-0.00723072,0.58
-0.00722752,0.58
-0.00722432,0.58
-0.00722112,0.58
-0.00721792,0.58
-0.00721472,0.58
-0.00721152,0.58
-0.00720832,0.58
-0.00720512,0.58
-0.00720192,0.58
-0.00719872,0.58
-0.00719552,0.58
-0.00719232,0.58
-0.00718912,0.58
-0.00718592,0.58
-0.00718272,0.58
-0.00717952,0.58
-0.00717632,0.58
-0.00717312,0.58
-0.00716992,0.58
-0.00716672,0.58
-0.00716352,0.54
-0.00716032,0.58
-0.00715712,0.58
-0.00715392,0.58
-0.00715072,0.62
-0.00714752,0.58
-0.00714432,0.58
-0.00714112,0.58
-0.00713792,0.58
-0.00713472,0.58
-0.00713152,0.58
-0.00712832,0.58
-0.00712512,0.58
-0.00712192,0.58
-0.00711872,0.58
-0.00711552,0.58
-0.00711232,0.58
-0.00710912,0.58
-0.00710592,0.58
-0.00710272,0.58
-0.00709952,0.58
-0.00709632,0.58
-0.00709312,0.58
-0.00708992,0.58
-0.00708672,0.58
-0.00708352,0.58
-0.00708032,0.54
-0.00707712,0.58
-0.00707392,0.58
-0.00707072,0.58
-0.00706752,0.58
-0.00706432,0.58
-0.00706112,0.58
-0.00705792,0.58
-0.00705472,0.58
-0.00705152,0.58
-0.00704832,0.54
-0.00704512,0.58
-0.00704192,0.58
-0.00703872,0.58
-0.00703552,0.58
-0.00703232,0.58
-0.00702912,0.58
-0.00702592,0.58
-0.00702272,0.58
-0.00701952,0.58
-0.00701632,0.58
-0.00701312,0.58
-0.00700992,0.58
-0.00700672,0.58
-0.00700352,0.58
-0.00700032,0.58
-0.00699712,0.58
-0.00699392,0.58
-0.00699072,0.58
-0.00698752,0.58
-0.00698432,0.58
-0.00698112,0.58
-0.00697792,0.58
-0.00697472,0.58
-0.00697152,0.58
-0.00696832,0.58
-0.00696512,0.58
-0.00696192,0.58
-0.00695872,0.54
-0.00695552,0.58
-0.00695232,0.58
-0.00694912,0.58
-0.00694592,0.58
-0.00694272,0.58
-0.00693952,0.58
-0.00693632,0.54
-0.00693312,0.58
-0.00692992,0.58
-0.00692672,0.58
-0.00692352,0.58
-0.00692032,0.58
-0.00691712,0.58
-0.00691392,0.58
-0.00691072,0.58
-0.00690752,0.58
-0.00690432,0.58
-0.00690112,0.58
-0.00689792,0.58
-0.00689472,0.58
-0.00689152,0.58
-0.00688832,0.58
-0.00688512,0.58
-0.00688192,0.58
-0.00687872,0.54
-0.00687552,0.58
-0.00687232,0.58
-0.00686912,0.58
-0.00686592,0.58
-0.00686272,0.58
-0.00685952,0.58
-0.00685632,0.58
-0.00685312,0.58
-0.00684992,0.58
-0.00684672,0.58
-0.00684352,0.58
-0.00684032,0.58
-0.00683712,0.58
-0.00683392,0.58
-0.00683072,0.58
-0.00682752,0.58
-0.00682432,0.58
-0.00682112,0.58
-0.00681792,0.58
-0.00681472,0.58
-0.00681152,0.58
-0.00680832,0.58
-0.00680512,0.58
-0.00680192,0.58
-0.00679872,0.58
-0.00679552,0.58
-0.00679232,0.58
-0.00678912,0.58
-0.00678592,0.58
-0.00678272,0.58
-0.00677952,0.58
-0.00677632,0.58
-0.00677312,0.58
-0.00676992,0.58
-0.00676672,0.58
-0.00676352,0.58
-0.00676032,0.58
-0.00675712,0.58
-0.00675392,0.58
-0.00675072,0.58
-0.00674752,0.58
-0.00674432,0.58
-0.00674112,0.62
-0.00673792,0.58
-0.00673472,0.54
-0.00673152,0.58
-0.00672832,0.58
-0.00672512,0.58
-0.00672192,0.58
-0.00671872,0.58
-0.00671552,0.58
-0.00671232,0.58
-0.00670912,0.58
-0.00670592,0.58
-0.00670272,0.58
-0.00669952,0.58
-0.00669632,0.58
-0.00669312,0.58
-0.00668992,0.58
-0.00668672,0.58
-0.00668352,0.58
-0.00668032,0.54
-0.00667712,0.58
-0.00667392,0.58
-0.00667072,0.58
-0.00666752,0.58
-0.00666432,0.62
-0.00666112,0.58
-0.00665792,0.58
-0.00665472,0.58
-0.00665152,0.58
-0.00664832,0.58
-0.00664512,0.58
-0.00664192,0.58
-0.00663872,0.58
-0.00663552,0.58
-0.00663232,0.58
-0.00662912,0.58
-0.00662592,0.58
-0.00662272,0.58
-0.00661952,0.58
-0.00661632,0.58
-0.00661312,0.58
-0.00660992,0.58
-0.00660672,0.58
-0.00660352,0.58
-0.00660032,0.58
-0.00659712,0.58
-0.00659392,0.58
-0.00659072,0.58
-0.00658752,0.58
-0.00658432,0.62
-0.00658112,0.54
-0.00657792,0.58
-0.00657472,0.58
-0.00657152,0.58
-0.00656832,0.58
-0.00656512,0.58
-0.00656192,0.58
-0.00655872,0.54
-0.00655552,0.58
-0.00655232,0.58
-0.00654912,0.58
-0.00654592,0.58
-0.00654272,0.58
-0.00653952,0.58
-0.00653632,0.58
-0.00653312,0.58
-0.00652992,0.58
-0.00652672,0.58
-0.00652352,0.54
-0.00652032,0.58
-0.00651712,0.58
-0.00651392,0.58
-0.00651072,0.58
-0.00650752,0.58
-0.00650432,0.58
-0.00650112,0.58
-0.00649792,0.54
-0.00649472,0.58
-0.00649152,0.58
-0.00648832,0.58
-0.00648512,0.58
-0.00648192,0.58
-0.00647872,0.54
-0.00647552,0.58
-0.00647232,0.58
-0.00646912,0.58
-0.00646592,0.58
-0.00646272,0.58
-0.00645952,0.58
-0.00645632,0.58
-0.00645312,0.58
-0.00644992,0.58
-0.00644672,0.58
-0.00644352,0.58
-0.00644032,0.58
-0.00643712,0.58
-0.00643392,0.58
-0.00643072,0.58
-0.00642752,0.58
-0.00642432,0.58
-0.00642112,0.58
-0.00641792,0.58
-0.00641472,0.58
-0.00641152,0.58
-0.00640832,0.58
-0.00640512,0.58
-0.00640192,0.58
-0.00639872,0.54
-0.00639552,0.58
-0.00639232,0.58
-0.00638912,0.58
-0.00638592,0.58
-0.00638272,0.58
-0.00637952,0.54
-0.00637632,0.58
-0.00637312,0.58
-0.00636992,0.58
-0.00636672,0.58
-0.00636352,0.58
-0.00636032,0.58
-0.00635712,0.58
-0.00635392,0.58
-0.00635072,0.58
-0.00634752,0.58
-0.00634432,0.58
-0.00634112,0.58
-0.00633792,0.58
-0.00633472,0.58
-0.00633152,0.58
-0.00632832,0.58
-0.00632512,0.58
-0.00632192,0.58
-0.00631872,0.58
-0.00631552,0.58
-0.00631232,0.58
-0.00630912,0.58
-0.00630592,0.62
-0.00630272,0.58
-0.00629952,0.58
-0.00629632,0.58
-0.00629312,0.58
-0.00628992,0.58
-0.00628672,0.58
-0.00628352,0.58
-0.00628032,0.58
-0.00627712,0.58
-0.00627392,0.58
-0.00627072,0.62
-0.00626752,0.58
-0.00626432,0.58
-0.00626112,0.58
-0.00625792,0.58
-0.00625472,0.58
-0.00625152,0.58
-0.00624832,0.58
-0.00624512,0.58
-0.00624192,0.58
-0.00623872,0.58
-0.00623552,0.58
-0.00623232,0.58
-0.00622912,0.58
-0.00622592,0.58
-0.00622272,0.58
-0.00621952,0.58
-0.00621632,0.58
-0.00621312,0.58
-0.00620992,0.58
-0.00620672,0.58
-0.00620352,0.58
-0.00620032,0.58
-0.00619712,0.58
-0.00619392,0.58
-0.00619072,0.58
-0.00618752,0.58
-0.00618432,0.58
-0.00618112,0.58
-0.00617792,0.58
-0.00617472,0.58
-0.00617152,0.58
-0.00616832,0.58
-0.00616512,0.58
-0.00616192,0.62
-0.00615872,0.58
-0.00615552,0.58
-0.00615232,0.58
-0.00614912,0.58
-0.00614592,0.58
-0.00614272,0.58
-0.00613952,0.58
-0.00613632,0.58
-0.00613312,0.58
-0.00612992,0.58
-0.00612672,0.58
-0.00612352,0.58
-0.00612032,0.58
-0.00611712,0.58
-0.00611392,0.58
-0.00611072,0.58
-0.00610752,0.58
-0.00610432,0.58
